"nom_variable";"annee";"libelle";"type.d.indicateur";"flottille";"metier";"espece";"indicateur";"unite";"remarques"
"v__nbds_f_m";"2009";"Nombre moyen de Jours de Mer par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_pelagique_DP";"";"221.20011187742";"jours";"sacrois"
"v__nbds_f_m";"2009";"Nombre moyen de Jours de Mer par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_fond_COR";"";"2.88579670795859";"jours";"sacrois"
"v__nbds_f_m";"2009";"Nombre moyen de Jours de Mer par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Autres";"";"26.9322600033814";"jours";"sacrois"
"v__nbTrip_f";"2009";"Nombre moyen de Marées par navire d'une flottille par an";"activité";"f__Atalante";"";"";"148";"marees";"sacrois"
"v__nbTrip_f_m";"2009";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_fond_DP";"";"7";"marees";"sacrois"
"v__nbTrip_f_m";"2009";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_fond_CEP";"";"17";"marees";"sacrois"
"v__nbTrip_f_m";"2009";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_pelagique_DP";"";"120";"marees";"sacrois"
"v__nbTrip_f_m";"2009";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_fond_COR";"";"2";"marees";"sacrois"
"v__nbTrip_f_m";"2009";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Autres";"";"13";"marees";"sacrois"
"v__tripLgth_f";"2009";"Durée moyenne d'une marée par navire d'une flottille par an";"activité";"f__Atalante";"";"";"38.0020125337719";"heures";"sacrois"
"v__tripLgth_f_m";"2009";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_fond_DP";"";"38.8272432596358";"heures";"sacrois"
"v__tripLgth_f_m";"2009";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_fond_CEP";"";"38.0672319569023";"heures";"sacrois"
"v__tripLgth_f_m";"2009";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_pelagique_DP";"";"34.5365788736784";"heures";"sacrois"
"v__tripLgth_f_m";"2009";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Chalut_fond_COR";"";"32.5333624639403";"heures";"sacrois"
"v__tripLgth_f_m";"2009";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Atalante";"m__Autres";"";"38.146770703398";"heures";"sacrois"
"v__Lref_f";"2009";"Débarquements de référence par flottille";"Production";"f__Atalante";"";"";"12438.31755";"tonnes/an";"Sacrois"
"v__Lref_f_m";"2009";"Débarquements de référence par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"";"138.01785";"tonnes/an";"Sacrois"
"v__Lref_f_m";"2009";"Débarquements de référence par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"";"538.60215";"tonnes/an";"Sacrois"
"v__Lref_f_m";"2009";"Débarquements de référence par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"";"10982.48205";"tonnes/an";"Sacrois"
"v__Lref_f_m";"2009";"Débarquements de référence par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"";"23.9049";"tonnes/an";"Sacrois"
"v__Lref_f_m";"2009";"Débarquements de référence par flottille - métier";"Production";"f__Atalante";"m__Autres";"";"755.3106";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__COR";"20.97075";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__ARC";"244.9176";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__DAR";"2952.21195";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__GLY";"35.35845";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__MAH";"6647.36745";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__DOR";"1020.08205";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__PAV";"138.4776";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__INO";"20.6499";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__TUL";"2.538";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__MON";"25.05645";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__OED";"0.68535";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__HAY";"314.05575";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__FET";"116.67555";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__RHO";"14.87295";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__IPH";"478.90485";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__THY";"31.0959";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__OCH";"41.44275";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__VAU";"2.2731";"tonnes/an";"Sacrois"
"v__Lref_f_e";"2009";"Débarquements de référence esp modélisée par flottille";"Production";"f__Atalante";"";"e__ZZZ";"330.68115";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__COR";"9.92445";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__ARC";"28.25775";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__DAR";"3.0696";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__GLY";"12.2748";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__TUL";"0.6975";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__MON";"6.99765";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__OED";"0.12045";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__HAY";"18.4599";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__FET";"11.64";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__RHO";"2.0571";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__THY";"18.04335";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__OCH";"0.08565";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__VAU";"1.3086";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_DP";"e__ZZZ";"25.08105";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__COR";"8.8134";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__ARC";"6.5724";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__DAR";"2.78415";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__GLY";"20.32635";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__PAV";"35.6505";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__INO";"0.0921";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__TUL";"0.46695";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__MON";"8.2635";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__OED";"0.1575";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__HAY";"291.76245";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__FET";"102.16395";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__RHO";"10.7154";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__THY";"11.76135";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__OCH";"0.3882";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__VAU";"0.56715";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_CEP";"e__ZZZ";"38.1168";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__COR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__ARC";"199.84515";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__DAR";"2219.1201";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__GLY";"0.2508";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__MAH";"6647.36745";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__DOR";"1020.08205";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__PAV";"102.8271";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__INO";"19.88955";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__TUL";"0.4176";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__MON";"4.49955";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__OED";"0.3429";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__HAY";"0.0144";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__FET";"2.24925";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__RHO";"0.006";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__IPH";"478.90485";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__THY";"0.10485";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__OCH";"25.42575";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__VAU";"0.39735";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_pelagique_DP";"e__ZZZ";"260.73735";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__COR";"2.2329";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__ARC";"0.74025";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__DAR";"0.51375";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__GLY";"1.66575";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__TUL";"0.4563";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__MON";"5.21865";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__OED";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__HAY";"3.819";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__FET";"0.62235";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__RHO";"2.09445";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__THY";"1.18635";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__OCH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__VAU";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"2009";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Atalante";"m__Chalut_fond_COR";"e__ZZZ";"5.35515";"tonnes/an";"Sacrois"
