"nom_variable";"annee";"libelle";"type.d.indicateur";"flottille";"metier";"espece";"indicateur";"unite";"remarques"
"v__nbds_f_m";"1984";"Nombre moyen de Jours de Mer par navire d'une flottille - métier par an";"activité";"f__Pourquoi_pas";"m__Palangre_DP";"";"8";"jours";"sacrois"
"v__nbTrip_f";"1984";"Nombre moyen de Marées par navire d'une flottille par an";"activité";"f__Pourquoi_pas";"";"";"31";"marees";"sacrois"
"v__nbTrip_f_m";"1984";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Pourquoi_pas";"m__Palangre_DAR";"";"30";"marees";"sacrois"
"v__nbTrip_f_m";"1984";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Pourquoi_pas";"m__Palangre_DP";"";"1";"marees";"sacrois"
"v__tripLgth_f";"1984";"Durée moyenne d'une marée par navire d'une flottille par an";"activité";"f__Pourquoi_pas";"";"";"186.75";"heures";"sacrois"
"v__tripLgth_f_m";"1984";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Pourquoi_pas";"m__Palangre_DAR";"";"186.75";"heures";"sacrois"
"v__tripLgth_f_m";"1984";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Pourquoi_pas";"m__Palangre_DP";"";"186.75";"heures";"sacrois"
"v__Lref_f";"1984";"Débarquements de référence par flottille";"Production";"f__Pourquoi_pas";"";"";"7725.67902";"tonnes/an";"Sacrois"
"v__Lref_f_m";"1984";"Débarquements de référence par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"";"7725.34062";"tonnes/an";"Sacrois"
"v__Lref_f_m";"1984";"Débarquements de référence par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"";"0.3384";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__COR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__ARC";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__DAR";"7427.9889";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__GLY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__TUL";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__MON";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__OED";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__HAY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__FET";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__RHO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__THY";"1.82754";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__OCH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__VAU";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Pourquoi_pas";"";"e__ZZZ";"295.86258";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__COR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__ARC";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__DAR";"7427.9889";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__GLY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__TUL";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__MON";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__OED";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__HAY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__FET";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__RHO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__THY";"1.82754";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__OCH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__VAU";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DAR";"e__ZZZ";"295.52418";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__COR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__ARC";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__DAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__GLY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__TUL";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__MON";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__OED";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__HAY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__FET";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__RHO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__THY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__OCH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__VAU";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Pourquoi_pas";"m__Palangre_DP";"e__ZZZ";"0.3384";"tonnes/an";"Sacrois"
"v__GVLref_f";"1984";"CA moyen initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"";"31989036.6";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"";"31988244.6";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"";"792";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__COR";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__GAR";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__ARC";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__DAR";"31134588.66";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__GLY";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__HER";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__MAH";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__DOR";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__PAV";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__INO";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__TUL";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__PAM";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__MON";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__OED";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__HAY";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__FET";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__RHO";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__IPH";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__THY";"2213.64";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__OCH";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__VAU";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Pourquoi_pas";"";"e__ZZZ";"852234.3";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__COR";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__GAR";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__ARC";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__DAR";"31134588.66";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__GLY";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__HER";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__MAH";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__DOR";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__PAV";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__INO";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__TUL";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__PAM";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__MON";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__OED";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__HAY";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__FET";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__RHO";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__IPH";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__THY";"2213.64";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__OCH";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__VAU";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DAR";"e__ZZZ";"851442.3";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__COR";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__GAR";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__ARC";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__DAR";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__GLY";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__HER";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__MAH";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__DOR";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__PAV";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__INO";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__TUL";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__PAM";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__MON";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__OED";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__HAY";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__FET";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__RHO";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__IPH";"0";"€/an";"Sacrois"
"v__GVLref_f_m_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille - métier";"CA";"f__Pourquoi_pas";"m__Palangre_DP";"e__THY";"0";"€/an";"Sacrois"
