"nom_variable";"annee";"libelle";"type.d.indicateur";"flottille";"metier";"espece";"indicateur";"unite";"remarques"
"v__FTE_f_m";"1984";"ETP par navire d'une flottille - métier";"caractéristiques techniques moyennes";"f__Thalassa";"m__Filet_COR";"";"2.16315244237919";"nombre";"FPC + activité + sacrois"
"v__FTE_f_m";"1984";"ETP par navire d'une flottille - métier";"caractéristiques techniques moyennes";"f__Thalassa";"m__Filet_DP";"";"1.46489123392642";"nombre";"FPC + activité + sacrois"
"v__FTE_f_m";"1984";"ETP par navire d'une flottille - métier";"caractéristiques techniques moyennes";"f__Thalassa";"m__Filet_DAR";"";"0.669564884900507";"nombre";"FPC + activité + sacrois"
"v__FTE_f_m";"1984";"ETP par navire d'une flottille - métier";"caractéristiques techniques moyennes";"f__Thalassa";"m__Autres";"";"1.27159143879388";"nombre";"FPC + activité + sacrois"
"v__nbds_f";"1984";"Nombre moyen de Jours de Mer par navire d'une flottille par an";"activité";"f__Thalassa";"";"";"221";"jours";"sacrois"
"v__nbds_f_m";"1984";"Nombre moyen de Jours de Mer par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Filet_COR";"";"85.839382634095";"jours";"sacrois"
"v__nbds_f_m";"1984";"Nombre moyen de Jours de Mer par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Filet_DP";"";"58.1306045208897";"jours";"sacrois"
"v__nbds_f_m";"1984";"Nombre moyen de Jours de Mer par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Filet_DAR";"";"26.5700351150995";"jours";"sacrois"
"v__nbds_f_m";"1984";"Nombre moyen de Jours de Mer par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Autres";"";"50.4599777299158";"jours";"sacrois"
"v__nbTrip_f";"1984";"Nombre moyen de Marées par navire d'une flottille par an";"activité";"f__Thalassa";"";"";"66";"marees";"sacrois"
"v__nbTrip_f_m";"1984";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Filet_COR";"";"32";"marees";"sacrois"
"v__nbTrip_f_m";"1984";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Filet_DP";"";"25";"marees";"sacrois"
"v__nbTrip_f_m";"1984";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Filet_DAR";"";"6";"marees";"sacrois"
"v__nbTrip_f_m";"1984";"Nombre moyen de Marées par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Autres";"";"9";"marees";"sacrois"
"v__tripLgth_f";"1984";"Durée moyenne d'une marée par navire d'une flottille par an";"activité";"f__Thalassa";"";"";"67.7134572998977";"heures";"sacrois"
"v__tripLgth_f_m";"1984";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Filet_COR";"";"52.5894015080332";"heures";"sacrois"
"v__tripLgth_f_m";"1984";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Filet_DP";"";"42.1797990054173";"heures";"sacrois"
"v__tripLgth_f_m";"1984";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Filet_DAR";"";"98.4402131925202";"heures";"sacrois"
"v__tripLgth_f_m";"1984";"Durée moyenne d'une marée par navire d'une flottille - métier par an";"activité";"f__Thalassa";"m__Autres";"";"126.787897693959";"heures";"sacrois"
"v__Lref_f";"1984";"Débarquements de référence par flottille";"Production";"f__Thalassa";"";"";"7025.7834";"tonnes/an";"Sacrois"
"v__Lref_f_m";"1984";"Débarquements de référence par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"";"2862.4236";"tonnes/an";"Sacrois"
"v__Lref_f_m";"1984";"Débarquements de référence par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"";"631.5666";"tonnes/an";"Sacrois"
"v__Lref_f_m";"1984";"Débarquements de référence par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"";"1654.4322";"tonnes/an";"Sacrois"
"v__Lref_f_m";"1984";"Débarquements de référence par flottille - métier";"Production";"f__Thalassa";"m__Autres";"";"1877.361";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__COR";"1874.2638";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__ARC";"378.12";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__DAR";"1657.602";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__GLY";"180.4062";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__HER";"0.498";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__INO";"0.9612";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__TUL";"86.151";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__MON";"100.1262";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__OED";"53.8086";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__HAY";"95.94";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__FET";"0.0486";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__RHO";"3.426";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__IPH";"65.628";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__THY";"24.6306";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__OCH";"30.4668";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__VAU";"5.3034";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Thalassa";"";"e__ZZZ";"2468.403";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__COR";"1860.0564";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__ARC";"324.7128";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__DAR";"48.6654";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__GLY";"110.0532";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__INO";"0.621";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__TUL";"36.783";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__MON";"93.3204";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__OED";"18.0786";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__HAY";"88.638";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__FET";"0.0486";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__RHO";"1.8348";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__IPH";"0.7452";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__THY";"6.0864";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__OCH";"3.069";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__VAU";"1.881";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_COR";"e__ZZZ";"267.8298";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__COR";"14.0946";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__ARC";"53.4072";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__DAR";"36.165";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__GLY";"63.1308";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__INO";"0.3402";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__TUL";"39.1236";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__MON";"6.8058";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__OED";"34.0764";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__HAY";"7.302";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__FET";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__RHO";"1.5696";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__IPH";"4.4352";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__THY";"18.5442";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__OCH";"20.6964";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__VAU";"3.4224";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DP";"e__ZZZ";"328.4532";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__COR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__ARC";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__DAR";"1572.6804";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__GLY";"6.6012";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__HER";"0.498";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__TUL";"9.9852";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__MON";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__OED";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__HAY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__FET";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__RHO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__THY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__OCH";"5.7876";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__VAU";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Filet_DAR";"e__ZZZ";"58.8798";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__COR";"0.1128";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__ARC";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__DAR";"0.0912";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__GLY";"0.621";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__PAV";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__TUL";"0.2592";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__MON";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__OED";"1.6536";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__HAY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__FET";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__RHO";"0.0216";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__IPH";"60.4476";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__THY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__OCH";"0.9138";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__VAU";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Thalassa";"m__Autres";"e__ZZZ";"1813.2402";"tonnes/an";"Sacrois"
"v__GVLref_f";"1984";"CA moyen initial par navire d'une flottille";"CA";"f__Thalassa";"";"";"47784107.4";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Thalassa";"m__Filet_COR";"";"26568617.4";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Thalassa";"m__Filet_DP";"";"3460393.2";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Thalassa";"m__Filet_DAR";"";"4131887.4";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Thalassa";"m__Autres";"";"13623209.4";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Thalassa";"";"e__COR";"20908872";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Thalassa";"";"e__GAR";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Thalassa";"";"e__ARC";"3916657.2";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Thalassa";"";"e__DAR";"4135500";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Thalassa";"";"e__GLY";"776787";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Thalassa";"";"e__HER";"1299";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Thalassa";"";"e__MAH";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Thalassa";"";"e__DOR";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Thalassa";"";"e__PAV";"0";"€/an";"Sacrois"
